Cust#,Customer Name,State,AE#,Gross Demand#,Gross Demand$,Gross Shipped$,Gross Shipped Countt,Discount$,Discount%,Net_Shipped$,GP%,mean_price
17453,FRUITFUL YIELD CAPUTOS,IL,8,2,$11,$11,2,$2,20.0%,$9,42.8%,4.32
C09853,AKIN'S - SPRINGFIELD,OK,8,2,$11,$11,2,$2,20.0%,$9,42.8%,4.32
N01558,SHAFFER HEALTH CENTER,PA,12,2,$11,$11,2,$2,20.0%,$9,42.8%,4.32
15949,AKIN'S - ROGERS,OK,6,3,$16,$16,3,$3,20.0%,$13,42.8%,4.32
C10734,WINGS OF HEALTH #3BANDERA,TX,6,3,$16,$16,3,$3,20.0%,$13,42.8%,4.32
C10875,VITAMINS PLUS #200,TX,6,3,$16,$16,3,$3,20.0%,$13,42.8%,4.32
C10881,VITAMINS PLUS #262,TX,6,3,$16,$16,3,$3,20.0%,$13,42.6%,4.32
N07060,A & S NATURAL HEALTH #6,NC,10,3,$16,$16,3,$3,20.0%,$13,41.9%,4.32
N08922,CHAMBERLINS(COL.DRIVE),OK,16,3,$16,$16,3,$3,20.0%,$13,42.6%,4.32
17440,SHEMRAN INC. DBA BARONS,CA,4,4,$22,$22,4,$4,20.0%,$17,42.6%,4.32
C03952,AKIN'S - NEWPORT,OK,6,4,$22,$22,4,$4,20.0%,$17,42.7%,4.32
C11058,WINGS OF HEALTH- HEBNER,TX,6,4,$22,$22,4,$4,20.0%,$17,42.7%,4.32
N07133,NATURAL MARKET PLACE,GA,10,4,$22,$22,4,$4,20.0%,$17,42.8%,4.32
N12899,NUTRI CENTRO,NJ,17,4,$22,$22,4,$4,20.0%,$17,42.6%,4.32
14655,ANN ARBOR MARKET LLC,MI,9,5,$27,$27,5,$5,20.0%,$22,42.6%,4.32
15814,EARTH ORIGINS (LK MARY),OK,16,5,$27,$27,5,$5,20.0%,$22,42.8%,4.32
16502,WINGS OF HEALTH NB,TX,6,5,$27,$27,5,$5,20.0%,$22,42.3%,4.32
16624,PLYMOUTH ROAD MKT LLC,MI,9,5,$27,$27,5,$5,20.0%,$22,42.6%,4.32
16965,CHARLOTTE VITAMINS,NC,10,5,$27,$27,5,$5,20.0%,$22,42.7%,4.32
17441,SHEMRAN INC DBA BARONS,CA,4,5,$27,$27,5,$5,20.0%,$22,42.8%,4.32
N06814,EARTH ORIGINS MKT (PH18),OK,15,5,$27,$27,5,$5,20.0%,$22,42.2%,4.32
N08923,CHAMBERLINS(ALTAMONTE),OK,16,5,$27,$27,5,$5,20.0%,$22,42.8%,4.32
N12100,PEGGY'S DISCOUNT HLTH FDS,FL,16,5,$27,$27,5,$5,20.0%,$22,42.4%,4.32
14790,PILGRIM'S NF MARKET,ID,2,6,$32,$32,6,$6,20.0%,$26,42.4%,4.32
17439,SHEMRAN INC. DBA BARONS,CA,4,6,$32,$32,6,$6,20.0%,$26,42.6%,4.32
C10535,MOTHERS MKT LAGUNA WOODS,CA,4,6,$32,$32,6,$6,20.0%,$26,42.6%,4.32
C10733,WINGS OF HEALTH #2 VND,TX,6,6,$32,$32,6,$6,20.0%,$26,42.8%,4.32
N01569,SEVANANDA HEALTH FOODS,GA,10,6,$32,$32,6,$6,20.0%,$26,42.8%,4.32
14821,FRUITFUL YIELD - OSWEGO,IL,8,8,$43,$43,8,$9,20.0%,$35,42.8%,4.32
C10878,VITAMINS PLUS #230,TX,6,8,$43,$43,8,$9,20.0%,$35,42.5%,4.32
N00399,CHAMBERLINS-JOHN YOUNGPKY,OK,16,8,$43,$43,8,$9,20.0%,$35,42.4%,4.32
13249,NEW LEAF COMMUNITY MARKET,CA,3,9,$49,$49,9,$10,20.0%,$39,42.8%,4.32
16352,MARKET OF CHOICE,OR,2,9,$49,$49,9,$10,20.0%,$39,42.4%,4.32
17445,SHEMRAN INC DBA BARONS,CA,4,9,$49,$49,9,$10,20.0%,$39,42.7%,4.32
C03323,DAVIS FOOD CO-OP,CA,3,9,$49,$49,9,$10,20.0%,$39,42.7%,4.32
C08165,AKIN'S - MAYFAIR,OK,6,9,$49,$49,9,$10,20.0%,$39,42.8%,4.32
N07884,EARTH ORIGINS MKT (GY15),OK,15,9,$49,$49,9,$10,20.0%,$39,42.6%,4.32
15265,AKIN'S - BIXBY,OK,6,10,$54,$54,10,$11,20.0%,$43,42.8%,4.32
C10883,VITAMINS PLUS #284,TX,6,10,$54,$54,10,$11,20.0%,$43,42.6%,4.32
N05719,EARTH ORIGINS MKT (ME12),OK,15,10,$54,$54,10,$11,20.0%,$43,42.8%,4.32
C03951,AKIN'S VIP (MASTER),OK,6,11,$59,$59,11,$12,20.0%,$48,42.7%,4.32
N06916,EARTH ORIGINS MKT (ME13),OK,15,11,$59,$59,11,$12,20.0%,$48,42.5%,4.32
N08924,CHAMBERLINS(MARKETPLACE),OK,16,11,$59,$59,11,$12,20.0%,$48,42.5%,4.32
15941,OLD TOWN MARKET,IL,8,12,$65,$65,12,$13,20.0%,$52,42.5%,4.32
16755,MARKET OF CHOICE 8,OR,2,12,$65,$65,12,$13,20.0%,$52,42.5%,4.32
17443,SHEMRAN INC DBA BARONS,CA,4,12,$65,$65,12,$13,20.0%,$52,42.6%,4.32
N02087,FRUITFUL YIELD- S. ELGIN,IL,8,12,$65,$65,12,$13,20.0%,$52,42.8%,4.32
N02098,FRUITFUL YIELD- LOMBARD,IL,8,12,$65,$65,12,$13,20.0%,$52,42.7%,4.32
17006,MARKET OF CHOICE 3,OR,2,16,$86,$86,16,$17,20.0%,$69,42.5%,4.32
17444,SHEMRAN INC DBA BARONS,CA,4,16,$86,$86,16,$17,20.0%,$69,42.8%,4.32
C03324,MOTHERS MKT - COSTA MESA,CA,4,16,$86,$86,16,$17,20.0%,$69,42.7%,4.32
16263,FRUITFUL YIELD,IL,8,18,$97,$97,18,$19,20.0%,$78,42.8%,4.32
C10877,VITAMINS PLUS #220,LA,6,18,$97,$97,18,$19,20.0%,$78,42.7%,4.32
17433,SHEMRAN INC. DBA,CA,4,19,$103,$103,19,$21,20.0%,$82,42.6%,4.32
N03091,FRUITFUL YIELD- BLOOM,IL,8,20,$108,$108,20,$22,20.0%,$86,42.7%,4.32
N07488,HEALTHY APPETITE,MA,14,21,$113,$113,21,$23,20.0%,$91,42.6%,4.32
16545,FRUITFUL YIELD - NAPERVIL,IL,8,23,$124,$124,23,$25,20.0%,$99,42.8%,4.32
N02147,FRUITFUL YIELD- SCHAUM,IL,8,23,$124,$124,23,$25,20.0%,$99,42.7%,4.32
15289,FRUITFUL YIELD - JOLIET,IL,8,24,$130,$130,24,$26,20.0%,$104,42.8%,4.32
N09382,FRUITFUL YIELD BATAVIA,IL,8,29,$157,$157,29,$31,20.0%,$125,42.7%,4.32
N01768,FRUITFUL YIELD- DARIEN,IL,8,36,$194,$194,36,$39,20.0%,$156,42.6%,4.32
N02093,FRUITFUL YIELD-LAGRANGE,IL,8,36,$194,$194,36,$39,20.0%,$156,42.6%,4.32
15770,"United Supermarkets, LLC",TX,6,184,$994,$994,184,$199,20.0%,$795,42.7%,4.32
14968,HEARTLAND NATURAL FOODS,OH,9,40,$216,$216,40,$43,19.8%,$173,42.7%,4.3335
N07881,BE NATURAL MARKET,NC,10,17,$92,$92,17,$18,19.7%,$74,42.9%,4.335882353
N07224,NATURE'S TEMPTATION,CT,17,12,$65,$65,12,$13,19.6%,$52,43.1%,4.3425
14690,SUNFLOWER HEALTH FOODS,FL,15,10,$54,$54,10,$11,19.5%,$43,42.8%,4.347
N04235,LORI'S NATURAL FOODS,NY,14,15,$81,$81,15,$16,19.4%,$65,42.9%,4.352
14425,GOOD FOOD,MT,2,22,$119,$119,22,$23,19.3%,$96,43.2%,4.356818182
15204,ROSAUERS MKT #27 DBA,WA,2,7,$38,$38,7,$7,19.3%,$31,43.3%,4.358571429
16595,ROSAUERS MKT #9 DBA,WA,2,7,$38,$38,7,$7,19.3%,$31,43.2%,4.358571429
16898,NUGGET MARKET #15,CA,3,7,$38,$38,7,$7,19.3%,$31,43.2%,4.358571429
C11067,NUGGET MARKET #1,CA,3,7,$38,$38,7,$7,19.3%,$31,43.2%,4.358571429
17504,ROSAUERS MKT #42 DBA,WA,1,14,$76,$76,14,$15,19.3%,$61,43.2%,4.358571429
16161,MISSISSIPPI MKT CO-OP,MN,7,15,$81,$81,15,$16,19.3%,$65,43.3%,4.359333333
N06857,911 EARTH,PA,12,30,$162,$162,30,$31,19.1%,$131,43.3%,4.366666667
N01581,QUEENS NUTRITIONAL PRODS,PA,12,17,$92,$92,17,$18,19.1%,$74,43.4%,4.367647059
N05997,HEALTHY ALTERNATIVES,PA,12,17,$92,$92,17,$18,19.1%,$74,43.4%,4.367647059
13705,NUGGET MARKET #5,CA,3,11,$59,$59,11,$11,19.1%,$48,43.4%,4.369090909
N02047,GOOD EARTH NATURAL FOOD COMPANY,IN,8,6,$32,$32,6,$6,19.0%,$26,43.5%,4.373333333
C04258,CLARKS NUTRITION (LOMA),CA,4,15,$81,$81,15,$15,19.0%,$66,43.4%,4.374
N02170,HEALTH MARKET,NJ,17,9,$49,$49,9,$9,19.0%,$39,43.4%,4.374444444
15854,LA MONTANITA FOOD COOP,NM,5,23,$124,$124,23,$23,18.9%,$101,43.2%,4.378695652
17520,BULK FOODS FLORIDA LLC,FL,15,9,$49,$49,9,$9,18.9%,$39,43.6%,4.38
17024,WILLIAMS NATURAL FOODS,CA,3,4,$22,$22,4,$4,18.8%,$18,43.7%,4.3875
15233,ANN'S HEALTH FOOD CTR.,TX,6,8,$43,$43,8,$8,18.8%,$35,43.6%,4.3875
15765,FOOD MATTERS MKT,NC,10,8,$43,$43,8,$8,18.8%,$35,43.3%,4.3875
16897,NUGGET MARKET #14,CA,3,12,$65,$65,12,$12,18.8%,$53,43.5%,4.3875
C04392,SALEM HEALTH FD STORE #3,OR,2,4,$22,$22,4,$4,18.5%,$18,43.2%,4.4
15395,NATURES OWN HF MKT,MO,6,8,$43,$43,8,$8,18.5%,$35,43.9%,4.4
16532,SUGAR BEET COOP,IL,8,8,$43,$43,8,$8,18.5%,$35,44.0%,4.40125
N09280,14 CARROTT #2,SC,10,13,$70,$70,13,$13,18.5%,$57,43.4%,4.403076923
C09731,ALIVE AND WELL,HI,1,6,$32,$32,6,$6,18.3%,$26,44.0%,4.41
16235,CLARKS NUTRITION - CHINO,CA,4,9,$49,$49,9,$9,18.3%,$40,25.1%,4.41
N03462,DEBBIE'S HEALTH FOODS,FL,16,9,$49,$49,9,$9,18.3%,$40,43.9%,4.41
14852,MAMA JEANS MARKET,MO,8,27,$146,$146,27,$27,18.2%,$119,43.9%,4.417777778
15500,ARCATA CO-OP (dba),CA,3,19,$103,$103,19,$19,18.2%,$84,44.0%,4.419473684
N01891,BUNN'S NATURAL FOODS,PA,12,8,$43,$43,8,$8,18.0%,$35,44.0%,4.4275
N06139,VARIETY DRUGS,NY,13,2,$11,$11,2,$2,18.0%,$9,44.2%,4.43
14440,SPECIAL NUTRITION,FL,15,3,$16,$16,3,$3,18.0%,$13,44.0%,4.43
N02593,NUTRITION WORLD,FL,16,4,$22,$22,4,$4,18.0%,$18,44.1%,4.43
17225,"United Natural Foods, Inc.",RI,92,"6,696","$36,048","$36,048","6,696","$6,339",17.6%,"$29,709",43.9%,4.436810036
13718,THREE RIVERS MARKET,TN,10,18,$97,$97,18,$17,17.7%,$80,44.1%,4.443333333
N06132,KORNER KUPBOARD,PA,12,2,$11,$11,2,$2,17.5%,$9,44.1%,4.455
14928,MOTHERS MKT - SANTA ANA,CA,4,6,$32,$32,6,$6,17.5%,$27,44.0%,4.455
C03358,SUNDANCE N.F. VIT DEPT,OR,2,8,$43,$43,8,$8,17.5%,$36,44.4%,4.455
N08881,COMM. NATURAL FOOD STORE,PA,12,8,$43,$43,8,$8,17.5%,$36,44.6%,4.455
C03325,WYNANT'S FAMILY H.F.,OR,2,12,$65,$65,12,$11,17.5%,$53,44.4%,4.455
N00925,SUNSEED COOP,FL,16,20,$108,$108,20,$19,17.4%,$89,44.5%,4.4605
17289,ISLAND MARKET CO,WA,1,9,$49,$49,9,$8,17.3%,$40,44.2%,4.464444444
C08805,BEAMER'S NATURAL FOOD STR,OR,2,12,$65,$65,12,$11,17.3%,$54,44.6%,4.468333333
N11047,NEW PIONEER CO-OP #2,IA,7,9,$49,$49,9,$8,17.2%,$40,44.6%,4.47
C03677,MOUNTAIN VIEW MKT CO-OP,NM,5,12,$65,$65,12,$11,17.1%,$54,44.7%,4.4775
N06912,ORGANIC MARKETPLACE,NC,10,6,$32,$32,6,$6,17.0%,$27,44.9%,4.481666667
C10467,CAPITOL DRUGS,CA,4,20,$108,$108,20,$18,17.0%,$90,44.6%,4.482
16354,SAUBEL MARKETS,PA,12,11,$59,$59,11,$10,16.8%,$49,44.7%,4.491818182
15577,BETTER HEALTH & NUTRITION,FL,15,3,$16,$16,3,$3,16.7%,$14,45.0%,4.5
N03686,BASICS,WI,7,9,$49,$49,9,$8,16.7%,$41,45.1%,4.5
C09579,GREEN'S NUTRITION,CA,3,5,$27,$27,5,$4,16.6%,$23,45.1%,4.502
C03240,VILLAGE HEALTH,CA,3,10,$54,$54,10,$9,16.6%,$45,45.2%,4.503
17481,KING SOOPERS 1,CO,50,6,$32,$32,6,$5,15.0%,$27,45.1%,4.505
N01463,PYRAMID VIT/HLTH FD CTR,NJ,17,7,$38,$38,7,$6,16.4%,$32,45.1%,4.512857143
N01521,PALMYRA NATURAL FOODS,PA,12,21,$113,$113,21,$19,16.4%,$95,45.2%,4.512857143
N05519,ORYANA,MI,9,15,$81,$81,15,$13,16.4%,$68,45.1%,4.514666667
13132,HARVEST HEALTH FOODS,MI,9,13,$70,$70,13,$11,15.8%,$59,45.6%,4.548461538
N04013,SUNFLOWER NATURAL FOODS,NY,13,13,$70,$70,13,$11,15.8%,$59,45.3%,4.548461538
N07346,WEAVERS WAY CO-OP,PA,12,13,$70,$70,13,$11,15.8%,$59,45.6%,4.548461538
15838,KING SOOPERS 61,CO,50,18,$96,$96,18,$14,15.0%,$82,45.7%,4.552222222
15839,KING SOOPERS 73,CO,50,15,$80,$80,15,$12,15.0%,$68,45.7%,4.556
C10323,PCC MARKET - ISSAQUAH,WA,1,22,$118,$118,22,$18,15.0%,$100,45.5%,4.559090909
C03525,RAINBOW BRIDGE,CA,4,13,$70,$70,13,$11,15.3%,$59,45.8%,4.573076923
C05181,ANDY'S MARKET,WA,2,16,$86,$86,16,$13,15.2%,$73,45.8%,4.576875
17295,CORNUCOPIA COMMUNITY MKT,CA,3,11,$59,$59,11,$9,15.2%,$50,45.9%,4.580909091
C00985,V P DISCOUNTS (N.HLYWD),CA,4,2,$11,$11,2,$2,15.0%,$9,46.2%,4.59
N06601,SUPER VALUE NUTRITION,FL,15,2,$11,$11,2,$2,15.0%,$9,46.2%,4.59
13711,NATURE'S HEALTH SHOPPE #1,AZ,5,3,$16,$16,3,$2,15.0%,$14,46.0%,4.59
13766,CLARKS NUTRITION (RANCHO),CA,4,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
16255,WILD BY NATURE,NY,13,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
16511,KING SOOPERS 115,CO,50,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
16599,ROSAUERS MKT #30 DBA,WA,2,3,$16,$16,3,$2,15.0%,$14,46.0%,4.59
16661,COASTAL PHARMACY & WELL,ME,14,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
16899,NUGGET MARKET #16,CA,3,3,$16,$16,3,$2,15.0%,$14,46.0%,4.59
17076,EARTHLY NUTRITION,CA,3,3,$16,$16,3,$2,15.0%,$14,46.0%,4.59
C09425,CAPITOL DRUGS,CA,4,3,$16,$16,3,$2,15.0%,$14,46.0%,4.59
N03483,BACK TO EARTH,NY,13,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
N03487,NUTRI-FOODS,MI,9,3,$16,$16,3,$2,15.0%,$14,46.2%,4.59
N06664,WILD BY NATURE,NY,13,3,$16,$16,3,$2,15.0%,$14,45.3%,4.59
14771,ELLIOTT'S NAT FDS- ROCKLN,CA,3,4,$22,$22,4,$3,15.0%,$18,46.2%,4.59
15464,FRESH BY BROOKSHIRES,TX,6,4,$22,$22,4,$3,15.0%,$18,46.2%,4.59
17321,KING SOOPERS 78,CO,50,4,$22,$22,4,$3,15.0%,$18,45.8%,4.59
N05790,MASTELS,MN,7,4,$22,$22,4,$3,15.0%,$18,46.2%,4.59
17458,PCC MARKET - WEST SEATTLE,WA,1,5,$27,$27,5,$4,15.0%,$23,46.1%,4.59
13706,NUGGET MARKET #2,CA,3,6,$32,$32,6,$5,15.0%,$28,46.0%,4.59
14066,WILD BY NATURE,NY,13,6,$32,$32,6,$5,15.0%,$28,45.8%,4.59
16328,DOWNTOWN NATURAL MARKET,NY,13,6,$32,$32,6,$5,15.0%,$28,46.2%,4.59
17155,KING SOOPERS 127,CO,50,6,$32,$32,6,$5,15.0%,$28,46.2%,4.59
17163,KING SOOPERS 111,CO,50,6,$32,$32,6,$5,15.0%,$28,46.0%,4.59
17290,KING SOOPERS 137,CO,50,6,$32,$32,6,$5,15.0%,$28,46.0%,4.59
C04076,PCC MARKET - GREEN LAKE AURORA,WA,1,6,$32,$32,6,$5,15.0%,$28,46.2%,4.59
N01427,ROSEWOOD MARKET,SC,10,6,$32,$32,6,$5,15.0%,$28,45.8%,4.59
15840,KING SOOPERS 75,CO,50,8,$43,$43,8,$6,15.0%,$37,46.2%,4.59
15847,KING SOOPERS 414,CO,50,8,$43,$43,8,$6,15.0%,$37,46.2%,4.59
15848,KING SOOPERS 420,CO,50,8,$43,$43,8,$6,15.0%,$37,46.1%,4.59
15850,KING SOOPERS 451,CO,50,8,$43,$43,8,$6,15.0%,$37,45.9%,4.59
16438,KING SOOPERS 108,CO,50,8,$43,$43,8,$6,15.0%,$37,45.9%,4.59
16457,KING SOOPERS 135,CO,50,8,$43,$43,8,$6,15.0%,$37,46.2%,4.59
17081,KING SOOPERS 132,CO,50,8,$43,$43,8,$6,15.0%,$37,46.1%,4.59
17512,SEED TO TABLE (DBA),FL,16,8,$43,$43,8,$6,15.0%,$37,46.2%,4.59
C10550,DOWN TO EARTH,HI,1,8,$43,$43,8,$6,15.0%,$37,46.1%,4.59
N01848,THE ONLY EARTH,NC,10,8,$43,$43,8,$6,15.0%,$37,45.9%,4.59
14683,KING SOOPERS 64,CO,50,9,$49,$49,9,$7,15.0%,$41,46.2%,4.59
15845,KING SOOPERS 117,CO,50,9,$49,$49,9,$7,15.0%,$41,45.9%,4.59
15958,KING SOOPERS 109,CO,50,9,$49,$49,9,$7,15.0%,$41,46.1%,4.59
16552,KING SOOPERS 445,CO,50,9,$49,$49,9,$7,15.0%,$41,45.9%,4.59
16664,KING SOOPERS 444,CO,50,9,$49,$49,9,$7,15.0%,$41,46.2%,4.59
17478,GREENS NATURAL FDS INC 11,NY,13,9,$49,$49,9,$7,15.0%,$41,45.8%,4.59
N03037,GOOD HEALTH,SC,10,9,$49,$49,9,$7,15.0%,$41,46.1%,4.59
15818,KING SOOPERS 426,CO,50,10,$54,$54,10,$8,15.0%,$46,46.0%,4.59
15833,KING SOOPERS 13,CO,50,10,$54,$54,10,$8,15.0%,$46,45.8%,4.59
15834,KING SOOPERS 19,CO,50,10,$54,$54,10,$8,15.0%,$46,46.1%,4.59
15849,KING SOOPERS 433,CO,50,10,$54,$54,10,$8,15.0%,$46,45.6%,4.59
17067,KING SOOPERS - 97,CO,50,10,$54,$54,10,$8,15.0%,$46,46.1%,4.59
17271,PCC MARKET - BURIEN,WA,1,10,$54,$54,10,$8,15.0%,$46,46.1%,4.59
C01011,ELLIOTT'S NAT FDS-CIT HTS,CA,3,10,$54,$54,10,$8,15.0%,$46,46.0%,4.59
15231,SUSTAIN NATURAL MARKET,FL,16,11,$59,$59,11,$9,15.0%,$50,46.0%,4.59
15837,KING SOOPERS 36,CO,50,11,$59,$59,11,$9,15.0%,$50,46.0%,4.59
16365,KING SOOPERS 107,CO,50,11,$59,$59,11,$9,15.0%,$50,46.0%,4.59
16880,KING SOOPERS 90,CO,50,11,$59,$59,11,$9,15.0%,$50,46.1%,4.59
17459,PCC MARKET - BALLARD,WA,1,11,$59,$59,11,$9,15.0%,$50,46.1%,4.59
N07312,SUNSHINE DISCOUNT VITS,FL,16,11,$59,$59,11,$9,15.0%,$50,45.9%,4.59
15844,KING SOOPERS 114,CO,50,12,$65,$65,12,$10,15.0%,$55,46.1%,4.59
16888,KING SOOPERS 119,CO,50,12,$65,$65,12,$10,15.0%,$55,46.2%,4.59
17100,KING SOOPERS 134,CO,50,12,$65,$65,12,$10,15.0%,$55,46.2%,4.59
17456,KING SOOPERS 139,CO,50,12,$65,$65,12,$10,15.0%,$55,46.1%,4.59
17465,KING SOOPERS #72,CO,50,12,$65,$65,12,$10,15.0%,$55,46.2%,4.59
N04405,CAMPBELL'S NUTRITION CTR.,IA,7,12,$65,$65,12,$10,15.0%,$55,45.8%,4.59
15552,PCC MARKET - EDMONDS,WA,1,15,$81,$70,13,$11,15.0%,$60,45.8%,4.59
15832,KING SOOPERS 9,CO,50,13,$70,$70,13,$11,15.0%,$60,46.1%,4.59
15835,KING SOOPERS 27,CO,50,13,$70,$70,13,$11,15.0%,$60,45.8%,4.59
16333,KING SOOPERS 419,CO,50,13,$70,$70,13,$11,15.0%,$60,45.8%,4.59
16838,KING SOOPERS #16,CO,50,13,$70,$70,13,$11,15.0%,$60,45.9%,4.59
17296,KING SOOPERS #8,CO,50,13,$70,$70,13,$11,15.0%,$60,46.1%,4.59
15836,KING SOOPERS 33,CO,50,15,$81,$81,15,$12,15.0%,$69,46.1%,4.59
16366,KING SOOPERS 130,CO,50,15,$81,$81,15,$12,15.0%,$69,46.0%,4.59
17049,KING SOOPERS #125,CO,50,15,$81,$81,15,$12,15.0%,$69,46.1%,4.59
N04309,NATURE'S WAY,CT,17,15,$81,$81,15,$12,15.0%,$69,45.9%,4.59
13604,DELAND BAKERY,FL,16,16,$86,$86,16,$13,15.0%,$73,45.9%,4.59
14684,KING SOOPERS 100,CO,50,16,$86,$86,16,$13,15.0%,$73,45.8%,4.59
15864,KING SOOPERS 406,CO,50,16,$86,$86,16,$13,15.0%,$73,46.0%,4.59
17312,KING SOOPERS 86,CO,50,16,$86,$86,16,$13,15.0%,$73,46.2%,4.59
C03017,ANN'S HEALTH FOODS,TX,6,16,$86,$86,16,$13,15.0%,$73,46.1%,4.59
C10356,PCC MARKET - FREMONT,WA,1,16,$86,$86,16,$13,15.0%,$73,45.9%,4.59
14078,PCC MARKET - REDMOND,WA,1,17,$92,$92,17,$14,15.0%,$78,46.1%,4.59
15841,KING SOOPERS 80,CO,50,17,$92,$92,17,$14,15.0%,$78,46.0%,4.59
16160,PCC MARKET - GREEN LAKE VILLAGE,WA,1,17,$92,$92,17,$14,15.0%,$78,46.0%,4.59
16575,KING SOOPERS 101,CO,50,17,$92,$92,17,$14,15.0%,$78,46.1%,4.59
16622,KING SOOPERS 442,CO,50,17,$92,$92,17,$14,15.0%,$78,46.2%,4.59
C04074,PCC MARKET - VIEW RIDGE,WA,1,17,$92,$92,17,$14,15.0%,$78,46.1%,4.59
16736,KING SOOPERS #77,CO,50,18,$97,$97,18,$15,15.0%,$83,46.0%,4.59
15842,KING SOOPERS 85,CO,50,22,$119,$108,20,$16,15.0%,$92,46.2%,4.59
16045,KING SOOPERS 124,CO,50,21,$113,$113,21,$17,15.0%,$96,45.9%,4.59
16297,KING SOOPERS 44,CO,50,21,$113,$113,21,$17,15.0%,$96,46.2%,4.59
16943,KING SOOPERS 129,CO,50,21,$113,$113,21,$17,15.0%,$96,46.1%,4.59
14685,KING SOOPERS 96,CO,50,22,$119,$119,22,$18,15.0%,$101,45.7%,4.59
C04078,PCC MARKET - KIRKLAND,WA,1,22,$119,$119,22,$18,15.0%,$101,46.1%,4.59
N10973,WILD BY NATURE,NY,13,24,$130,$130,24,$19,15.0%,$110,45.9%,4.59
16996,KING SOOPERS 434,CO,50,27,$146,$146,27,$22,15.0%,$124,46.0%,4.59
16500,PCC MARKET - COLUMBIA CITY,WA,1,30,$162,$162,30,$24,15.0%,$138,38.7%,4.59
15846,KING SOOPERS 118,CO,50,36,$194,$194,36,$29,15.0%,$165,46.1%,4.59
15843,KING SOOPERS 93,CO,50,7,$38,$38,7,$6,15.0%,$32,46.2%,4.59
16218,KING SOOPERS 136,CO,50,7,$38,$38,7,$6,15.0%,$32,46.2%,4.59
16254,KING SOOPERS 20,CO,50,7,$38,$38,7,$6,15.0%,$32,46.2%,4.59
16367,KING SOOPERS 131,CO,50,7,$38,$38,7,$6,15.0%,$32,45.8%,4.59
17073,KING SOOPERS 123,CO,50,7,$38,$38,7,$6,15.0%,$32,45.4%,4.59
15866,KING SOOPERS 110,CO,50,14,$76,$76,14,$11,15.0%,$64,46.2%,4.59
16044,KING SOOPERS 29,CO,50,14,$76,$76,14,$11,15.0%,$64,46.0%,4.59
16846,PCC MARKET - BOTHELL,WA,1,14,$76,$76,14,$11,15.0%,$64,46.1%,4.59
17358,KING SOOPERS 62,CO,50,14,$76,$76,14,$11,15.0%,$64,46.1%,4.59
N01863,PLUM NATURAL MARKET,NC,10,28,$151,$151,28,$23,15.0%,$129,46.0%,4.59
15689,JACKSON WHOLE GROCERS LLC,WY,2,17,$92,$92,17,$14,15.0%,$78,45.9%,4.590588235
17086,RED BOTTLE INC,CA,4,24,$130,$130,24,$19,14.7%,$110,41.6%,4.60375
17383,MAMA JEANS NATURAL MARKET,MO,8,7,$38,$38,7,$6,14.7%,$32,46.0%,4.605714286
N07629,THYME & SEASON,CT,17,24,$130,$130,24,$18,14.3%,$111,46.5%,4.63
C10073,MOLLIE STONES,CA,3,19,$103,$103,19,$15,14.2%,$88,46.6%,4.632631579
17187,SM CORNUCOPIA INC,TX,6,11,$59,$59,11,$8,14.1%,$51,46.6%,4.639090909
C08825,OUR DAILY BREAD,LA,6,5,$27,$27,5,$4,14.0%,$23,46.6%,4.644
C03878,COUNTRY AIRE,WA,1,15,$81,$81,15,$11,14.0%,$70,46.5%,4.644
C05404,NEW MOON NATURAL FOODS,CA,3,16,$86,$86,16,$12,13.5%,$74,46.6%,4.650625
13598,CAPELLA MARKET,OR,2,34,$182,$182,34,$24,13.0%,$158,46.7%,4.651764706
N09380,RIOS NUTRITIONAL PRODUCTS,PA,12,4,$22,$22,4,$3,13.8%,$19,47.0%,4.6575
N05794,WEDGE CO-OP,MN,7,48,$259,$259,48,$36,13.8%,$224,46.8%,4.6575
N02521,WILLIAMSON ST GROC CO-OP,WI,7,34,$184,$184,34,$25,13.5%,$159,47.1%,4.669411765
15051,VILLAGE MARKET,TN,10,6,$32,$32,6,$4,13.3%,$28,47.1%,4.68
14290,NEW MOON NATURAL FOODS,CA,3,12,$65,$65,12,$9,13.3%,$56,47.2%,4.68
C03201,COLLEGE MARKET H. F.,CA,3,3,$16,$16,3,$2,13.1%,$14,47.6%,4.693333333
N06389,BONTERRA MARKET,NJ,17,3,$16,$16,3,$2,13.0%,$14,47.2%,4.696666667
N08507,CLOVER NAT. FDS-MKT SOUTH,MO,8,3,$16,$16,3,$2,13.0%,$14,47.4%,4.696666667
C03846,EL CERRITO NAT GROCERY,CA,3,6,$32,$32,6,$4,13.0%,$28,47.3%,4.696666667
C10438,JP FOODS INC.,CA,3,11,$59,$59,11,$8,13.0%,$52,47.3%,4.697272727
16237,CROOKED RIVER MARKETING,OH,9,4,$22,$22,4,$3,13.0%,$19,47.4%,4.6975
13710,BONEY'S BAYSIDE MARKET,CA,4,21,$113,$113,21,$15,13.0%,$99,47.2%,4.697619048
16693,GOOD EARTH - MILL VALLEY,CA,3,13,$70,$70,13,$9,13.0%,$61,47.4%,4.697692308
